"value","Year","IZCode","IZName","CPP","Indicator","Type"
5.09,"2011/12-2013/14","S02001604","Fernieside and Moredun South","Edinburgh, City of","Attainment","Raw"
5.89,"2011/12-2013/14","S02001607","Liberton West and Braid Hills","Edinburgh, City of","Attainment","Raw"
5.81,"2011/12-2013/14","S02001606","Liberton East","Edinburgh, City of","Attainment","Raw"
5.73,"2011/12-2013/14","S02001601","Mortonhall and Anwickhill","Edinburgh, City of","Attainment","Raw"
5.63,"2011/12-2013/14","S02001600","Gilmerton South and the Murrays","Edinburgh, City of","Attainment","Raw"
5.03,"2011/12-2013/14","S02001603","Hyvots and Gilmerton","Edinburgh, City of","Attainment","Raw"
4.7,"2011/12-2013/14","S02001602","Gracemount, Southhouse and Burdiehouse","Edinburgh, City of","Attainment","Raw"
6.29,"2011/12-2013/14","S02001612","The Grange","Edinburgh, City of","Attainment","Raw"
5.93,"2011/12-2013/14","S02001611","Newington and Dalkeith Road","Edinburgh, City of","Attainment","Raw"
6.32,"2011/12-2013/14","S02001614","Marchmont West","Edinburgh, City of","Attainment","Raw"
6.3,"2011/12-2013/14","S02001613","Marchmont East and Sciennes","Edinburgh, City of","Attainment","Raw"
5.98,"2011/12-2013/14","S02001609","Blackford, West Mains and Mayfield Road","Edinburgh, City of","Attainment","Raw"
5.09,"2011/12-2013/14","S02001608","The Inch","Edinburgh, City of","Attainment","Raw"
5.57,"2011/12-2013/14","S02001610","Prestonfield","Edinburgh, City of","Attainment","Raw"
5.9,"2011/12-2013/14","S02001526","Kirkintilloch South","East Dunbartonshire","Attainment","Raw"
6.31,"2011/12-2013/14","S02001525","Lenzie South","East Dunbartonshire","Attainment","Raw"
5.21,"2011/12-2013/14","S02001528","Hillhead","East Dunbartonshire","Attainment","Raw"
6,"2011/12-2013/14","S02001527","Kirkintilloch West","East Dunbartonshire","Attainment","Raw"
5.99,"2011/12-2013/14","S02001522","Woodhill East","East Dunbartonshire","Attainment","Raw"
5.7,"2011/12-2013/14","S02001521","Auchinairn","East Dunbartonshire","Attainment","Raw"
6.01,"2011/12-2013/14","S02001524","Lenzie North","East Dunbartonshire","Attainment","Raw"
5.92,"2011/12-2013/14","S02001523","Woodhill West","East Dunbartonshire","Attainment","Raw"
5.11,"2011/12-2013/14","S02001534","Wallyford/Whitecraig","East Lothian","Attainment","Raw"
5.62,"2011/12-2013/14","S02001533","Lennoxtown","East Dunbartonshire","Attainment","Raw"
5.75,"2011/12-2013/14","S02001536","Musselburgh West","East Lothian","Attainment","Raw"
5.57,"2011/12-2013/14","S02001535","Musselburgh South","East Lothian","Attainment","Raw"
5.52,"2011/12-2013/14","S02001530","Twechar and Harestanes East","East Dunbartonshire","Attainment","Raw"
5.73,"2011/12-2013/14","S02001529","Rosebank and Waterside","East Dunbartonshire","Attainment","Raw"
5.77,"2011/12-2013/14","S02001532","Milton of Campsie","East Dunbartonshire","Attainment","Raw"
5.66,"2011/12-2013/14","S02001531","Harestanes","East Dunbartonshire","Attainment","Raw"
6.4,"2011/12-2013/14","S02001510","Kilmardinny East","East Dunbartonshire","Attainment","Raw"
6.16,"2011/12-2013/14","S02001509","Keystone and Dougalston","East Dunbartonshire","Attainment","Raw"
6.08,"2011/12-2013/14","S02001512","North Castlehill and Thorn","East Dunbartonshire","Attainment","Raw"
6.33,"2011/12-2013/14","S02001511","Kilmardinny West","East Dunbartonshire","Attainment","Raw"
6.14,"2011/12-2013/14","S02001506","West Clober and Mains Estate","East Dunbartonshire","Attainment","Raw"
5.5,"2011/12-2013/14","S02001505","Kilmaurs","East Ayrshire","Attainment","Raw"
6.25,"2011/12-2013/14","S02001508","Barloch","East Dunbartonshire","Attainment","Raw"
5.73,"2011/12-2013/14","S02001507","East Clober and Mains Estate","East Dunbartonshire","Attainment","Raw"
6.18,"2011/12-2013/14","S02001518","Torrance and Balmore","East Dunbartonshire","Attainment","Raw"
6.29,"2011/12-2013/14","S02001517","Kessington East","East Dunbartonshire","Attainment","Raw"
6.14,"2011/12-2013/14","S02001520","Bishopbriggs West and Cadder","East Dunbartonshire","Attainment","Raw"
6.18,"2011/12-2013/14","S02001519","Bishopbriggs North and Kenmure","East Dunbartonshire","Attainment","Raw"
6.2,"2011/12-2013/14","S02001514","Westerton West","East Dunbartonshire","Attainment","Raw"
6.14,"2011/12-2013/14","S02001513","South Castlehill and Thorn","East Dunbartonshire","Attainment","Raw"
6.21,"2011/12-2013/14","S02001516","Kessington West","East Dunbartonshire","Attainment","Raw"
6.17,"2011/12-2013/14","S02001515","Westerton East","East Dunbartonshire","Attainment","Raw"
6,"2011/12-2013/14","S02001557","Cross Stobbs","East Renfrewshire","Attainment","Raw"
5.83,"2011/12-2013/14","S02001556","Neilston and Uplawmoor","East Renfrewshire","Attainment","Raw"
5.88,"2011/12-2013/14","S02001559","Arthurlie and Gateside","East Renfrewshire","Attainment","Raw"
5.4,"2011/12-2013/14","S02001558","Dunterlie, East Arthurlie and Dovecothall","East Renfrewshire","Attainment","Raw"
5.96,"2011/12-2013/14","S02001553","East Linton and Rural","East Lothian","Attainment","Raw"
6.03,"2011/12-2013/14","S02001552","North Berwick South","East Lothian","Attainment","Raw"
5.69,"2011/12-2013/14","S02001555","Dunbar East","East Lothian","Attainment","Raw"
5.63,"2011/12-2013/14","S02001554","Dunbar West","East Lothian","Attainment","Raw"
6.11,"2011/12-2013/14","S02001565","Eaglesham and Waterfoot","East Renfrewshire","Attainment","Raw"
6.35,"2011/12-2013/14","S02001564","Mearnskirk and South Kirkhill","East Renfrewshire","Attainment","Raw"
6,"2011/12-2013/14","S02001567","Busby","East Renfrewshire","Attainment","Raw"
6.05,"2011/12-2013/14","S02001566","North Kirkhill","East Renfrewshire","Attainment","Raw"
6.19,"2011/12-2013/14","S02001561","Crookfur and Fruin","East Renfrewshire","Attainment","Raw"
5.38,"2011/12-2013/14","S02001560","Auchenback","East Renfrewshire","Attainment","Raw"
6.26,"2011/12-2013/14","S02001563","Whitecraigs and Broom","East Renfrewshire","Attainment","Raw"
6.07,"2011/12-2013/14","S02001562","Mearns Village, Westacres and Greenfarm","East Renfrewshire","Attainment","Raw"
5.63,"2011/12-2013/14","S02001542","Cockenzie","East Lothian","Attainment","Raw"
5.1,"2011/12-2013/14","S02001541","Prestonpans East","East Lothian","Attainment","Raw"
5.48,"2011/12-2013/14","S02001544","Tranent South","East Lothian","Attainment","Raw"
5.19,"2011/12-2013/14","S02001543","Tranent North","East Lothian","Attainment","Raw"
5.12,"2011/12-2013/14","S02001538","Musselburgh East","East Lothian","Attainment","Raw"
5.24,"2011/12-2013/14","S02001537","Musselburgh North","East Lothian","Attainment","Raw"
5.1,"2011/12-2013/14","S02001540","Prestonpans West","East Lothian","Attainment","Raw"
4.96,"2011/12-2013/14","S02001539","Pinkie Braes","East Lothian","Attainment","Raw"
5.32,"2011/12-2013/14","S02001549","Haddington South","East Lothian","Attainment","Raw"
5.89,"2011/12-2013/14","S02001548","Haddington North","East Lothian","Attainment","Raw"
6.09,"2011/12-2013/14","S02001551","North Berwick North","East Lothian","Attainment","Raw"
5.9,"2011/12-2013/14","S02001550","Gullane and Drem","East Lothian","Attainment","Raw"
5.81,"2011/12-2013/14","S02001546","Longniddry and Aberlady","East Lothian","Attainment","Raw"
5.28,"2011/12-2013/14","S02001545","Ormiston","East Lothian","Attainment","Raw"
5.92,"2011/12-2013/14","S02001547","Haddington Rural","East Lothian","Attainment","Raw"
5.63,"2011/12-2013/14","S02001715","Falkirk - Town Centre and Callendar Park","Falkirk","Attainment","Raw"
5.16,"2011/12-2013/14","S02001714","Falkirk - Middlefield","Falkirk","Attainment","Raw"
5.28,"2011/12-2013/14","S02001717","Falkirk - Camelon East","Falkirk","Attainment","Raw"
5.72,"2011/12-2013/14","S02001716","Falkirk - Bantaskin","Falkirk","Attainment","Raw"
4.95,"2011/12-2013/14","S02001711","Falkirk - Bainsford and Langlees","Falkirk","Attainment","Raw"
5.51,"2011/12-2013/14","S02001710","Carse and Grangemouth Old Town","Falkirk","Attainment","Raw"
5.59,"2011/12-2013/14","S02001713","Falkirk - Grahamston","Falkirk","Attainment","Raw"
5.77,"2011/12-2013/14","S02001712","Falkirk - Merchiston and New Carron Village","Falkirk","Attainment","Raw"
4.74,"2011/12-2013/14","S02001723","Braes Villages","Falkirk","Attainment","Raw"
5.48,"2011/12-2013/14","S02001722","Shieldhill","Falkirk","Attainment","Raw"
5.83,"2011/12-2013/14","S02001725","Brightons and Wallacestone","Falkirk","Attainment","Raw"
5.56,"2011/12-2013/14","S02001724","Reddingmuirhead and Overton","Falkirk","Attainment","Raw"
5.21,"2011/12-2013/14","S02001719","Falkirk - Tamfourhill","Falkirk","Attainment","Raw"
5.01,"2011/12-2013/14","S02001718","Falkirk - Camelon West","Falkirk","Attainment","Raw"
5.26,"2011/12-2013/14","S02001721","Hallglen and Glen Village","Falkirk","Attainment","Raw"
6.16,"2011/12-2013/14","S02001720","Falkirk - Lochgreen and Lionthorn","Falkirk","Attainment","Raw"
5.54,"2011/12-2013/14","S02001699","Head of Muir and Dennyloanhead","Falkirk","Attainment","Raw"
5.41,"2011/12-2013/14","S02001698","Denny - Nethermains","Falkirk","Attainment","Raw"
5.34,"2011/12-2013/14","S02001701","Bonnybridge","Falkirk","Attainment","Raw"
5.55,"2011/12-2013/14","S02001700","Banknock, Haggs and Longcroft","Falkirk","Attainment","Raw"
5.81,"2011/12-2013/14","S02001695","Point","Eilean Siar","Attainment","Raw"
5.72,"2011/12-2013/14","S02001694","Stornoway East","Eilean Siar","Attainment","Raw"
5.73,"2011/12-2013/14","S02001697","Fankerton, Stoneywood and Denny Town","Falkirk","Attainment","Raw"
5.52,"2011/12-2013/14","S02001696","Dunipace","Falkirk","Attainment","Raw"
6.03,"2011/12-2013/14","S02001707","Stenhousemuir - Antonshill","Falkirk","Attainment","Raw"
5.77,"2011/12-2013/14","S02001706","Stenhousemuir East","Falkirk","Attainment","Raw"
5.68,"2011/12-2013/14","S02001709","Carronshore","Falkirk","Attainment","Raw"
6.17,"2011/12-2013/14","S02001708","Carron","Falkirk","Attainment","Raw"
5.85,"2011/12-2013/14","S02001703","Larbert - North Broomage and Inches","Falkirk","Attainment","Raw"
5.44,"2011/12-2013/14","S02001702","High Bonnybridge and Greenhill","Falkirk","Attainment","Raw"
5.27,"2011/12-2013/14","S02001705","Stenhousemuir West","Falkirk","Attainment","Raw"
6.02,"2011/12-2013/14","S02001704","Larbert - South Broomage and Village","Falkirk","Attainment","Raw"
5.6,"2011/12-2013/14","S02001746","Dunfermline Headwell","Fife","Attainment","Raw"
5.61,"2011/12-2013/14","S02001745","Dunfermline Baldridgeburn","Fife","Attainment","Raw"
5.21,"2011/12-2013/14","S02001748","Dunfermline Brucefield","Fife","Attainment","Raw"
6,"2011/12-2013/14","S02001747","Dunfermline Central","Fife","Attainment","Raw"
5.97,"2011/12-2013/14","S02001742","Cairneyhill and Crombie","Fife","Attainment","Raw"
5.21,"2011/12-2013/14","S02001741","Valleyfield Culross and Torryburn","Fife","Attainment","Raw"
5.47,"2011/12-2013/14","S02001744","Dunfermline Milesmark and Wellwood","Fife","Attainment","Raw"
6.03,"2011/12-2013/14","S02001743","Crossford Charlestown and Limekilns","Fife","Attainment","Raw"
5.23,"2011/12-2013/14","S02001754","Dunfermline Abbeyview South","Fife","Attainment","Raw"
4.59,"2011/12-2013/14","S02001753","Dunfermline Abbeyview North","Fife","Attainment","Raw"
5.5,"2011/12-2013/14","S02001756","Dunfermline Masterton","Fife","Attainment","Raw"
5.7,"2011/12-2013/14","S02001755","Dunfermline Duloch South","Fife","Attainment","Raw"
5.69,"2011/12-2013/14","S02001750","Dunfermline Bellyeoman and Townhill","Fife","Attainment","Raw"
6.15,"2011/12-2013/14","S02001749","Dunfermline Garvock Hill","Fife","Attainment","Raw"
5.29,"2011/12-2013/14","S02001752","Dunfermline Touch and Woodmill","Fife","Attainment","Raw"
5.6,"2011/12-2013/14","S02001751","Dunfermline Duloch North and Lynebank","Fife","Attainment","Raw"
5.38,"2011/12-2013/14","S02001731","Grangemouth - Town Centre","Falkirk","Attainment","Raw"
5.03,"2011/12-2013/14","S02001730","Grangemouth - Newlands","Falkirk","Attainment","Raw"
5.11,"2011/12-2013/14","S02001733","Grangemouth - Bowhouse","Falkirk","Attainment","Raw"
5.11,"2011/12-2013/14","S02001732","Grangemouth - Kersiebank","Falkirk","Attainment","Raw"
5.96,"2011/12-2013/14","S02001727","Polmont","Falkirk","Attainment","Raw"
5.4,"2011/12-2013/14","S02001726","Maddiston and Rumford","Falkirk","Attainment","Raw"
5.37,"2011/12-2013/14","S02001729","Laurieston and Westquarter","Falkirk","Attainment","Raw"
5.34,"2011/12-2013/14","S02001728","Redding","Falkirk","Attainment","Raw"
5.57,"2011/12-2013/14","S02001738","Kincardine","Fife","Attainment","Raw"
5.45,"2011/12-2013/14","S02001737","Blackness, Bo'ness - Carriden and Grahamsdyke","Falkirk","Attainment","Raw"
5.53,"2011/12-2013/14","S02001740","Saline and Gowkhall","Fife","Attainment","Raw"
4.94,"2011/12-2013/14","S02001739","Oakley Comrie and Blairhall","Fife","Attainment","Raw"
5.37,"2011/12-2013/14","S02001735","Bo'ness - Newtown","Falkirk","Attainment","Raw"
5.31,"2011/12-2013/14","S02001734","Bo'ness - Douglas","Falkirk","Attainment","Raw"
4.92,"2011/12-2013/14","S02001736","Bo'ness - Kinneil","Falkirk","Attainment","Raw"
5.95,"2011/12-2013/14","S02001652","Inverleith, Goldenacre and Warriston","Edinburgh, City of","Attainment","Raw"
5.9,"2011/12-2013/14","S02001651","Trinity","Edinburgh, City of","Attainment","Raw"
5.63,"2011/12-2013/14","S02001654","Broughton South","Edinburgh, City of","Attainment","Raw"
5.48,"2011/12-2013/14","S02001653","Broughton North and Powderhall","Edinburgh, City of","Attainment","Raw"
5.47,"2011/12-2013/14","S02001648","Pilrig","Edinburgh, City of","Attainment","Raw"
5.67,"2011/12-2013/14","S02001647","Hillside and Calton Hill","Edinburgh, City of","Attainment","Raw"
5.97,"2011/12-2013/14","S02001650","Trinity East and The Dudleys","Edinburgh, City of","Attainment","Raw"
5.69,"2011/12-2013/14","S02001649","Bonnington","Edinburgh, City of","Attainment","Raw"
5.68,"2011/12-2013/14","S02001660","Deans Village","Edinburgh, City of","Attainment","Raw"
6.29,"2011/12-2013/14","S02001659","Comely Bank","Edinburgh, City of","Attainment","Raw"
6.24,"2011/12-2013/14","S02001662","Murrayfield and Ravelston","Edinburgh, City of","Attainment","Raw"
5.9,"2011/12-2013/14","S02001661","Balgreen and Roseburn","Edinburgh, City of","Attainment","Raw"
6.21,"2011/12-2013/14","S02001656","New Town West","Edinburgh, City of","Attainment","Raw"
5.93,"2011/12-2013/14","S02001655","New Town East and Gayfield","Edinburgh, City of","Attainment","Raw"
5.54,"2011/12-2013/14","S02001658","Stockbridge","Edinburgh, City of","Attainment","Raw"
6.58,"2011/12-2013/14","S02001657","Canonmills and New Town North","Edinburgh, City of","Attainment","Raw"
5.65,"2011/12-2013/14","S02001636","Craigentinny","Edinburgh, City of","Attainment","Raw"
5.17,"2011/12-2013/14","S02001635","Northfield and Piershill","Edinburgh, City of","Attainment","Raw"
4.82,"2011/12-2013/14","S02001638","Restalrig and Lochend","Edinburgh, City of","Attainment","Raw"
5.24,"2011/12-2013/14","S02001637","Restalrig (Loganlea) and Craigentinny West","Edinburgh, City of","Attainment","Raw"
5.55,"2011/12-2013/14","S02001632","Portobello","Edinburgh, City of","Attainment","Raw"
6.02,"2011/12-2013/14","S02001631","Joppa","Edinburgh, City of","Attainment","Raw"
5.67,"2011/12-2013/14","S02001634","Mountcastle","Edinburgh, City of","Attainment","Raw"
5.88,"2011/12-2013/14","S02001633","Duddingston and Portobello South","Edinburgh, City of","Attainment","Raw"
4.88,"2011/12-2013/14","S02001644","South Leith","Edinburgh, City of","Attainment","Raw"
5.06,"2011/12-2013/14","S02001643","Great Junction Street","Edinburgh, City of","Attainment","Raw"
5.59,"2011/12-2013/14","S02001646","Leith (Albert Street)","Edinburgh, City of","Attainment","Raw"
5.09,"2011/12-2013/14","S02001645","Easter Road and Hawkhill Avenue","Edinburgh, City of","Attainment","Raw"
5.4,"2011/12-2013/14","S02001640","Western Harbour and Leith Docks","Edinburgh, City of","Attainment","Raw"
5.61,"2011/12-2013/14","S02001639","Leith (Hermitage and Prospect Bank)","Edinburgh, City of","Attainment","Raw"
4.97,"2011/12-2013/14","S02001642","The Shore and Constitution Street","Edinburgh, City of","Attainment","Raw"
5.28,"2011/12-2013/14","S02001641","North Leith and Newhaven","Edinburgh, City of","Attainment","Raw"
5.42,"2011/12-2013/14","S02001683","Ratho, Ingliston and Gogar","Edinburgh, City of","Attainment","Raw"
5.82,"2011/12-2013/14","S02001682","South Gyle","Edinburgh, City of","Attainment","Raw"
5.65,"2011/12-2013/14","S02001685","Queensferry East","Edinburgh, City of","Attainment","Raw"
5.5,"2011/12-2013/14","S02001684","Dalmeny, Kirkliston and Newbridge","Edinburgh, City of","Attainment","Raw"
5.96,"2011/12-2013/14","S02001679","Corstorphine","Edinburgh, City of","Attainment","Raw"
5.98,"2011/12-2013/14","S02001678","Corstorphine North","Edinburgh, City of","Attainment","Raw"
5.52,"2011/12-2013/14","S02001681","Corstorphine South","Edinburgh, City of","Attainment","Raw"
5.52,"2011/12-2013/14","S02001680","Carrick Knowe","Edinburgh, City of","Attainment","Raw"
5.55,"2011/12-2013/14","S02001691","Northwest Lewis","Eilean Siar","Attainment","Raw"
5.57,"2011/12-2013/14","S02001690","South Lewis","Eilean Siar","Attainment","Raw"
5.76,"2011/12-2013/14","S02001693","Stornoway West","Eilean Siar","Attainment","Raw"
5.59,"2011/12-2013/14","S02001692","Broadbay","Eilean Siar","Attainment","Raw"
5.76,"2011/12-2013/14","S02001687","Barra and South Uist","Eilean Siar","Attainment","Raw"
5.89,"2011/12-2013/14","S02001686","Queensferry West","Edinburgh, City of","Attainment","Raw"
6.05,"2011/12-2013/14","S02001689","Harris","Eilean Siar","Attainment","Raw"
5.51,"2011/12-2013/14","S02001688","Benbecula and North Uist","Eilean Siar","Attainment","Raw"
4.65,"2011/12-2013/14","S02001668","Granton South and Wardieburn","Edinburgh, City of","Attainment","Raw"
5.3,"2011/12-2013/14","S02001667","Boswall and Pilton","Edinburgh, City of","Attainment","Raw"
4.91,"2011/12-2013/14","S02001670","Granton West and Salvesen","Edinburgh, City of","Attainment","Raw"
4.77,"2011/12-2013/14","S02001669","Granton and Royston Mains","Edinburgh, City of","Attainment","Raw"
6.41,"2011/12-2013/14","S02001664","Blackhall","Edinburgh, City of","Attainment","Raw"
5.77,"2011/12-2013/14","S02001663","Craigleith, Orchard Brae and Crewe Toll","Edinburgh, City of","Attainment","Raw"
