CPP,Indicator,Type,Year,value,IndicatorFullName,FG,LineType,Improvement_Rate,High is Positive?
Eilean Siar,Crime Rate,Raw data,2016/17,136.368634878013,"Crime Rate, per 10,000",4,Eilean Siar Raw data,-61.26023619132654,No
Falkirk,Crime Rate,Raw data,2016/17,383.7660394981426,"Crime Rate, per 10,000",3,Falkirk Raw data,-33.32001839952857,No
Fife,Crime Rate,Raw data,2016/17,371.94592967546936,"Crime Rate, per 10,000",3,Fife Raw data,-49.006946012473954,No
Glasgow City,Crime Rate,Raw data,2016/17,735.98685184641,"Crime Rate, per 10,000",4,Glasgow City Raw data,-43.58885108647013,No
Highland,Crime Rate,Raw data,2016/17,286.4140389826454,"Crime Rate, per 10,000",2,Highland Raw data,-49.40772585466738,No
Inverclyde,Crime Rate,Raw data,2016/17,498.0436121418931,"Crime Rate, per 10,000",4,Inverclyde Raw data,-43.21154626366464,No
Midlothian,Crime Rate,Raw data,2016/17,501.4703418313573,"Crime Rate, per 10,000",2,Midlothian Raw data,-33.46034572787148,No
Moray,Crime Rate,Raw data,2016/17,278.91651862475845,"Crime Rate, per 10,000",2,Moray Raw data,-53.50254493882298,No
North Ayrshire,Crime Rate,Raw data,2016/17,468.14425246873094,"Crime Rate, per 10,000",4,North Ayrshire Raw data,-38.625747724662965,No
North Lanarkshire,Crime Rate,Raw data,2016/17,483.892467925846,"Crime Rate, per 10,000",4,North Lanarkshire Raw data,-33.911634680171964,No
Orkney Islands,Crime Rate,Raw data,2016/17,121.32203971708256,"Crime Rate, per 10,000",1,Orkney Islands Raw data,-35.763332815895076,No
Perth and Kinross,Crime Rate,Raw data,2016/17,317.5353437936027,"Crime Rate, per 10,000",1,Perth and Kinross Raw data,-44.815380795550794,No
Renfrewshire,Crime Rate,Raw data,2016/17,475.0280682286132,"Crime Rate, per 10,000",3,Renfrewshire Raw data,-42.744859121183154,No
Scotland,Crime Rate,Raw data,2016/17,459.74431311607617,"Crime Rate, per 10,000",NA,Scotland Raw data,-40.766455441476566,No
Scottish Borders,Crime Rate,Raw data,2016/17,264.88327562047743,"Crime Rate, per 10,000",2,Scottish Borders Raw data,-28.392714910168092,No
Shetland Islands,Crime Rate,Raw data,2016/17,160.57760848258042,"Crime Rate, per 10,000",1,Shetland Islands Raw data,-48.91832559829532,No
South Ayrshire,Crime Rate,Raw data,2016/17,411.7326422107106,"Crime Rate, per 10,000",3,South Ayrshire Raw data,-33.92369773388432,No
South Lanarkshire,Crime Rate,Raw data,2016/17,415.8118754583322,"Crime Rate, per 10,000",3,South Lanarkshire Raw data,-32.04315066601286,No
Stirling,Crime Rate,Raw data,2016/17,406.7881929320635,"Crime Rate, per 10,000",2,Stirling Raw data,-43.37172560554067,No
West Dunbartonshire,Crime Rate,Raw data,2016/17,530.8157892099539,"Crime Rate, per 10,000",4,West Dunbartonshire Raw data,-47.44454703631632,No
West Lothian,Crime Rate,Raw data,2016/17,416.2296538830972,"Crime Rate, per 10,000",3,West Lothian Raw data,-40.66027530135192,No
Aberdeen City,Crime Rate,Raw data,2017/18,589.0262723882341,"Crime Rate, per 10,000",1,Aberdeen City Raw data,-50.61788342419609,No
Aberdeenshire,Crime Rate,Raw data,2017/18,238.28380563492175,"Crime Rate, per 10,000",1,Aberdeenshire Raw data,-34.83796585373018,No
Angus,Crime Rate,Raw data,2017/18,297.58225219521074,"Crime Rate, per 10,000",2,Angus Raw data,-46.113042898403044,No
Argyll and Bute,Crime Rate,Raw data,2017/18,269.19522287741603,"Crime Rate, per 10,000",2,Argyll and Bute Raw data,-50.14250252590333,No
Clackmannanshire,Crime Rate,Raw data,2017/18,416.5738751342342,"Crime Rate, per 10,000",3,Clackmannanshire Raw data,-50.88817769742651,No
Dumfries and Galloway,Crime Rate,Raw data,2017/18,398.3696057260186,"Crime Rate, per 10,000",3,Dumfries and Galloway Raw data,-22.87084790646057,No
Dundee City,Crime Rate,Raw data,2017/18,594.2308290899135,"Crime Rate, per 10,000",4,Dundee City Raw data,-38.815022468879235,No
East Ayrshire,Crime Rate,Raw data,2017/18,443.526547015156,"Crime Rate, per 10,000",4,East Ayrshire Raw data,-37.28755366422726,No
East Dunbartonshire,Crime Rate,Raw data,2017/18,247.43371404260847,"Crime Rate, per 10,000",1,East Dunbartonshire Raw data,-38.54195561901553,No
East Lothian,Crime Rate,Raw data,2017/18,342.94663459023315,"Crime Rate, per 10,000",2,East Lothian Raw data,-25.580286532568795,No
East Renfrewshire,Crime Rate,Raw data,2017/18,235.0305882945385,"Crime Rate, per 10,000",1,East Renfrewshire Raw data,-42.4842967341371,No
"Edinburgh, City of",Crime Rate,Raw data,2017/18,619.0105489155955,"Crime Rate, per 10,000",1,"Edinburgh, City of Raw data",-39.60281817148862,No
Eilean Siar,Crime Rate,Raw data,2017/18,123.36777815500687,"Crime Rate, per 10,000",4,Eilean Siar Raw data,-61.26023619132654,No
Falkirk,Crime Rate,Raw data,2017/18,382.4999697588533,"Crime Rate, per 10,000",3,Falkirk Raw data,-33.32001839952857,No
Fife,Crime Rate,Raw data,2017/18,369.87270461644016,"Crime Rate, per 10,000",3,Fife Raw data,-49.006946012473954,No
Glasgow City,Crime Rate,Raw data,2017/18,706.5524889575028,"Crime Rate, per 10,000",4,Glasgow City Raw data,-43.58885108647013,No
Highland,Crime Rate,Raw data,2017/18,299.72496162985186,"Crime Rate, per 10,000",2,Highland Raw data,-49.40772585466738,No
Inverclyde,Crime Rate,Raw data,2017/18,465.3445646980604,"Crime Rate, per 10,000",4,Inverclyde Raw data,-43.21154626366464,No
Midlothian,Crime Rate,Raw data,2017/18,497.51979612715814,"Crime Rate, per 10,000",2,Midlothian Raw data,-33.46034572787148,No
Moray,Crime Rate,Raw data,2017/18,275.5653126383984,"Crime Rate, per 10,000",2,Moray Raw data,-53.50254493882298,No
North Ayrshire,Crime Rate,Raw data,2017/18,449.662297509373,"Crime Rate, per 10,000",4,North Ayrshire Raw data,-38.625747724662965,No
North Lanarkshire,Crime Rate,Raw data,2017/18,482.60382693710466,"Crime Rate, per 10,000",4,North Lanarkshire Raw data,-33.911634680171964,No
Orkney Islands,Crime Rate,Raw data,2017/18,119.18397697661015,"Crime Rate, per 10,000",1,Orkney Islands Raw data,-35.763332815895076,No
Perth and Kinross,Crime Rate,Raw data,2017/18,300.7139777520926,"Crime Rate, per 10,000",1,Perth and Kinross Raw data,-44.815380795550794,No
Renfrewshire,Crime Rate,Raw data,2017/18,454.67334234476704,"Crime Rate, per 10,000",3,Renfrewshire Raw data,-42.744859121183154,No
Scotland,Crime Rate,Raw data,2017/18,450.1914161127581,"Crime Rate, per 10,000",NA,Scotland Raw data,-40.766455441476566,No
Scottish Borders,Crime Rate,Raw data,2017/18,271.59501865418207,"Crime Rate, per 10,000",2,Scottish Borders Raw data,-28.392714910168092,No
Shetland Islands,Crime Rate,Raw data,2017/18,148.5410565947529,"Crime Rate, per 10,000",1,Shetland Islands Raw data,-48.91832559829532,No
South Ayrshire,Crime Rate,Raw data,2017/18,396.32852215292206,"Crime Rate, per 10,000",3,South Ayrshire Raw data,-33.92369773388432,No
South Lanarkshire,Crime Rate,Raw data,2017/18,412.81438913634094,"Crime Rate, per 10,000",3,South Lanarkshire Raw data,-32.04315066601286,No
Stirling,Crime Rate,Raw data,2017/18,376.0503934974555,"Crime Rate, per 10,000",2,Stirling Raw data,-43.37172560554067,No
West Dunbartonshire,Crime Rate,Raw data,2017/18,500.3351553707018,"Crime Rate, per 10,000",4,West Dunbartonshire Raw data,-47.44454703631632,No
West Lothian,Crime Rate,Raw data,2017/18,407.0544052256278,"Crime Rate, per 10,000",3,West Lothian Raw data,-40.66027530135192,No
Aberdeen City,Crime Rate,Raw data,2018/19,552.6744882599268,"Crime Rate, per 10,000",1,Aberdeen City Raw data,-50.61788342419609,No
Aberdeenshire,Crime Rate,Raw data,2018/19,241.98512660697995,"Crime Rate, per 10,000",1,Aberdeenshire Raw data,-34.83796585373018,No
Angus,Crime Rate,Raw data,2018/19,281.4020356843216,"Crime Rate, per 10,000",2,Angus Raw data,-46.113042898403044,No
Argyll and Bute,Crime Rate,Raw data,2018/19,261.3802609320302,"Crime Rate, per 10,000",2,Argyll and Bute Raw data,-50.14250252590333,No
Clackmannanshire,Crime Rate,Raw data,2018/19,420.550282357123,"Crime Rate, per 10,000",3,Clackmannanshire Raw data,-50.88817769742651,No
Dumfries and Galloway,Crime Rate,Raw data,2018/19,420.88670613114726,"Crime Rate, per 10,000",3,Dumfries and Galloway Raw data,-22.87084790646057,No
Dundee City,Crime Rate,Raw data,2018/19,599.0639274058204,"Crime Rate, per 10,000",4,Dundee City Raw data,-38.815022468879235,No
East Ayrshire,Crime Rate,Raw data,2018/19,428.4885549071805,"Crime Rate, per 10,000",4,East Ayrshire Raw data,-37.28755366422726,No
East Dunbartonshire,Crime Rate,Raw data,2018/19,256.4601784205585,"Crime Rate, per 10,000",1,East Dunbartonshire Raw data,-38.54195561901553,No
East Lothian,Crime Rate,Raw data,2018/19,359.77983935751354,"Crime Rate, per 10,000",2,East Lothian Raw data,-25.580286532568795,No
East Renfrewshire,Crime Rate,Raw data,2018/19,243.6698614583453,"Crime Rate, per 10,000",1,East Renfrewshire Raw data,-42.4842967341371,No
"Edinburgh, City of",Crime Rate,Raw data,2018/19,610.4615437168451,"Crime Rate, per 10,000",1,"Edinburgh, City of Raw data",-39.60281817148862,No
Eilean Siar,Crime Rate,Raw data,2018/19,135.7350926316358,"Crime Rate, per 10,000",4,Eilean Siar Raw data,-61.26023619132654,No
Falkirk,Crime Rate,Raw data,2018/19,397.9290030807144,"Crime Rate, per 10,000",3,Falkirk Raw data,-33.32001839952857,No
Fife,Crime Rate,Raw data,2018/19,376.2508676736805,"Crime Rate, per 10,000",3,Fife Raw data,-49.006946012473954,No
Glasgow City,Crime Rate,Raw data,2018/19,712.8617816634552,"Crime Rate, per 10,000",4,Glasgow City Raw data,-43.58885108647013,No
Highland,Crime Rate,Raw data,2018/19,328.22833512358045,"Crime Rate, per 10,000",2,Highland Raw data,-49.40772585466738,No
Inverclyde,Crime Rate,Raw data,2018/19,449.8068751235042,"Crime Rate, per 10,000",4,Inverclyde Raw data,-43.21154626366464,No
Midlothian,Crime Rate,Raw data,2018/19,510.24735247023233,"Crime Rate, per 10,000",2,Midlothian Raw data,-33.46034572787148,No
Moray,Crime Rate,Raw data,2018/19,269.3434028240841,"Crime Rate, per 10,000",2,Moray Raw data,-53.50254493882298,No
North Ayrshire,Crime Rate,Raw data,2018/19,444.1915515072987,"Crime Rate, per 10,000",4,North Ayrshire Raw data,-38.625747724662965,No
North Lanarkshire,Crime Rate,Raw data,2018/19,499.67606449615414,"Crime Rate, per 10,000",4,North Lanarkshire Raw data,-33.911634680171964,No
Orkney Islands,Crime Rate,Raw data,2018/19,148.7974056036339,"Crime Rate, per 10,000",1,Orkney Islands Raw data,-35.763332815895076,No
Perth and Kinross,Crime Rate,Raw data,2018/19,282.1651434579926,"Crime Rate, per 10,000",1,Perth and Kinross Raw data,-44.815380795550794,No
Renfrewshire,Crime Rate,Raw data,2018/19,448.6680762855208,"Crime Rate, per 10,000",3,Renfrewshire Raw data,-42.744859121183154,No
Scotland,Crime Rate,Raw data,2018/19,448.50791529731185,"Crime Rate, per 10,000",NA,Scotland Raw data,-40.766455441476566,No
Scottish Borders,Crime Rate,Raw data,2018/19,295.8913958376315,"Crime Rate, per 10,000",2,Scottish Borders Raw data,-28.392714910168092,No
Shetland Islands,Crime Rate,Raw data,2018/19,172.3865066404999,"Crime Rate, per 10,000",1,Shetland Islands Raw data,-48.91832559829532,No
South Ayrshire,Crime Rate,Raw data,2018/19,398.9838860797494,"Crime Rate, per 10,000",3,South Ayrshire Raw data,-33.92369773388432,No
South Lanarkshire,Crime Rate,Raw data,2018/19,421.12592454674217,"Crime Rate, per 10,000",3,South Lanarkshire Raw data,-32.04315066601286,No
Stirling,Crime Rate,Raw data,2018/19,364.1436079614873,"Crime Rate, per 10,000",2,Stirling Raw data,-43.37172560554067,No
West Dunbartonshire,Crime Rate,Raw data,2018/19,499.5664415895433,"Crime Rate, per 10,000",4,West Dunbartonshire Raw data,-47.44454703631632,No
West Lothian,Crime Rate,Raw data,2018/19,411.32636444028776,"Crime Rate, per 10,000",3,West Lothian Raw data,-40.66027530135192,No
Aberdeen City,Crime Rate,Raw data,2019/20,517.5282221045518,"Crime Rate, per 10,000",1,Aberdeen City Raw data,-50.61788342419609,No
Aberdeenshire,Crime Rate,Raw data,2019/20,247.1003351988956,"Crime Rate, per 10,000",1,Aberdeenshire Raw data,-34.83796585373018,No
Angus,Crime Rate,Raw data,2019/20,278.1076064347846,"Crime Rate, per 10,000",2,Angus Raw data,-46.113042898403044,No
Argyll and Bute,Crime Rate,Raw data,2019/20,274.78681480658656,"Crime Rate, per 10,000",2,Argyll and Bute Raw data,-50.14250252590333,No
Clackmannanshire,Crime Rate,Raw data,2019/20,439.3928964134828,"Crime Rate, per 10,000",3,Clackmannanshire Raw data,-50.88817769742651,No
Dumfries and Galloway,Crime Rate,Raw data,2019/20,435.0461010172109,"Crime Rate, per 10,000",3,Dumfries and Galloway Raw data,-22.87084790646057,No
Dundee City,Crime Rate,Raw data,2019/20,613.9973796400183,"Crime Rate, per 10,000",4,Dundee City Raw data,-38.815022468879235,No
East Ayrshire,Crime Rate,Raw data,2019/20,438.7948300539728,"Crime Rate, per 10,000",4,East Ayrshire Raw data,-37.28755366422726,No
East Dunbartonshire,Crime Rate,Raw data,2019/20,256.4871403373902,"Crime Rate, per 10,000",1,East Dunbartonshire Raw data,-38.54195561901553,No
East Lothian,Crime Rate,Raw data,2019/20,367.9703673526694,"Crime Rate, per 10,000",2,East Lothian Raw data,-25.580286532568795,No
East Renfrewshire,Crime Rate,Raw data,2019/20,244.3853977926307,"Crime Rate, per 10,000",1,East Renfrewshire Raw data,-42.4842967341371,No
"Edinburgh, City of",Crime Rate,Raw data,2019/20,609.3181694487677,"Crime Rate, per 10,000",1,"Edinburgh, City of Raw data",-39.60281817148862,No
Eilean Siar,Crime Rate,Raw data,2019/20,140.66556625687605,"Crime Rate, per 10,000",4,Eilean Siar Raw data,-61.26023619132654,No
Falkirk,Crime Rate,Raw data,2019/20,426.55878789365744,"Crime Rate, per 10,000",3,Falkirk Raw data,-33.32001839952857,No
Fife,Crime Rate,Raw data,2019/20,378.0022648669664,"Crime Rate, per 10,000",3,Fife Raw data,-49.006946012473954,No
Glasgow City,Crime Rate,Raw data,2019/20,701.7507307968477,"Crime Rate, per 10,000",4,Glasgow City Raw data,-43.58885108647013,No
Highland,Crime Rate,Raw data,2019/20,321.4617402505002,"Crime Rate, per 10,000",2,Highland Raw data,-49.40772585466738,No
Inverclyde,Crime Rate,Raw data,2019/20,456.1525102910496,"Crime Rate, per 10,000",4,Inverclyde Raw data,-43.21154626366464,No
Midlothian,Crime Rate,Raw data,2019/20,479.8967901376953,"Crime Rate, per 10,000",2,Midlothian Raw data,-33.46034572787148,No
Moray,Crime Rate,Raw data,2019/20,271.0753557225086,"Crime Rate, per 10,000",2,Moray Raw data,-53.50254493882298,No
North Ayrshire,Crime Rate,Raw data,2019/20,450.350183430246,"Crime Rate, per 10,000",4,North Ayrshire Raw data,-38.625747724662965,No
North Lanarkshire,Crime Rate,Raw data,2019/20,519.4447659515843,"Crime Rate, per 10,000",4,North Lanarkshire Raw data,-33.911634680171964,No
Orkney Islands,Crime Rate,Raw data,2019/20,153.72856562332154,"Crime Rate, per 10,000",1,Orkney Islands Raw data,-35.763332815895076,No
Perth and Kinross,Crime Rate,Raw data,2019/20,278.19112507868914,"Crime Rate, per 10,000",1,Perth and Kinross Raw data,-44.815380795550794,No
Renfrewshire,Crime Rate,Raw data,2019/20,448.5905388058016,"Crime Rate, per 10,000",3,Renfrewshire Raw data,-42.744859121183154,No
Scotland,Crime Rate,Raw data,2019/20,451.72785369431966,"Crime Rate, per 10,000",NA,Scotland Raw data,-40.766455441476566,No
Scottish Borders,Crime Rate,Raw data,2019/20,310.25887814136763,"Crime Rate, per 10,000",2,Scottish Borders Raw data,-28.392714910168092,No
Shetland Islands,Crime Rate,Raw data,2019/20,184.73204634883072,"Crime Rate, per 10,000",1,Shetland Islands Raw data,-48.91832559829532,No
South Ayrshire,Crime Rate,Raw data,2019/20,422.6318423410355,"Crime Rate, per 10,000",3,South Ayrshire Raw data,-33.92369773388432,No
South Lanarkshire,Crime Rate,Raw data,2019/20,440.5569157166971,"Crime Rate, per 10,000",3,South Lanarkshire Raw data,-32.04315066601286,No
Stirling,Crime Rate,Raw data,2019/20,368.89514884532826,"Crime Rate, per 10,000",2,Stirling Raw data,-43.37172560554067,No
West Dunbartonshire,Crime Rate,Raw data,2019/20,509.63790750717726,"Crime Rate, per 10,000",4,West Dunbartonshire Raw data,-47.44454703631632,No
West Lothian,Crime Rate,Raw data,2019/20,414.9744548736701,"Crime Rate, per 10,000",3,West Lothian Raw data,-40.66027530135192,No
Aberdeen City,Emergency Admissions,Raw data,2008/09,25728.9719626168,"Emergency Admissions, per 100,000",1,Aberdeen City Raw data,-0.3098456050242948,No
Aberdeenshire,Emergency Admissions,Raw data,2008/09,20233.8998094343,"Emergency Admissions, per 100,000",1,Aberdeenshire Raw data,-3.4842033225907842,No
Angus,Emergency Admissions,Raw data,2008/09,21922.2660188834,"Emergency Admissions, per 100,000",2,Angus Raw data,-4.81267581590884,No
Argyll and Bute,Emergency Admissions,Raw data,2008/09,24538.3867832847,"Emergency Admissions, per 100,000",2,Argyll and Bute Raw data,-7.871148933894001,No
Clackmannanshire,Emergency Admissions,Raw data,2008/09,22203.4119025914,"Emergency Admissions, per 100,000",3,Clackmannanshire Raw data,12.972024845250218,No
Dumfries and Galloway,Emergency Admissions,Raw data,2008/09,20845.5685011524,"Emergency Admissions, per 100,000",3,Dumfries and Galloway Raw data,14.301552385073535,No
Dundee City,Emergency Admissions,Raw data,2008/09,26116.0714285714,"Emergency Admissions, per 100,000",4,Dundee City Raw data,3.8092830474002026,No
East Ayrshire,Emergency Admissions,Raw data,2008/09,26987.0066192694,"Emergency Admissions, per 100,000",4,East Ayrshire Raw data,11.83881846750403,No
East Dunbartonshire,Emergency Admissions,Raw data,2008/09,22821.6199344535,"Emergency Admissions, per 100,000",1,East Dunbartonshire Raw data,1.9187927769325874,No
East Lothian,Emergency Admissions,Raw data,2008/09,21358.9364844903,"Emergency Admissions, per 100,000",2,East Lothian Raw data,5.332089913937854,No
East Renfrewshire,Emergency Admissions,Raw data,2008/09,22230.0589894844,"Emergency Admissions, per 100,000",1,East Renfrewshire Raw data,3.28110064631959,No
"Edinburgh, City of",Emergency Admissions,Raw data,2008/09,23693.0349361104,"Emergency Admissions, per 100,000",1,"Edinburgh, City of Raw data",5.68776954418837,No
Eilean Siar,Emergency Admissions,Raw data,2008/09,26859.3584772647,"Emergency Admissions, per 100,000",4,Eilean Siar Raw data,8.642079638522283,No
Falkirk,Emergency Admissions,Raw data,2008/09,22457.9762689518,"Emergency Admissions, per 100,000",3,Falkirk Raw data,24.02333644032082,No
Fife,Emergency Admissions,Raw data,2008/09,22932.1892347749,"Emergency Admissions, per 100,000",3,Fife Raw data,11.428848352960252,No
Glasgow City,Emergency Admissions,Raw data,2008/09,33907.0381936103,"Emergency Admissions, per 100,000",4,Glasgow City Raw data,-5.0615048620407554,No
Highland,Emergency Admissions,Raw data,2008/09,23132.7929401849,"Emergency Admissions, per 100,000",2,Highland Raw data,-4.4031324095125,No
Inverclyde,Emergency Admissions,Raw data,2008/09,27031.9126746853,"Emergency Admissions, per 100,000",4,Inverclyde Raw data,11.351933057024134,No
Midlothian,Emergency Admissions,Raw data,2008/09,21989.4082431498,"Emergency Admissions, per 100,000",2,Midlothian Raw data,18.328215597293386,No
Moray,Emergency Admissions,Raw data,2008/09,19819.6528935828,"Emergency Admissions, per 100,000",2,Moray Raw data,-8.155197256990476,No
North Ayrshire,Emergency Admissions,Raw data,2008/09,26217.9461046108,"Emergency Admissions, per 100,000",4,North Ayrshire Raw data,9.783261319207659,No
North Lanarkshire,Emergency Admissions,Raw data,2008/09,27913.8949716977,"Emergency Admissions, per 100,000",4,North Lanarkshire Raw data,12.0336263089307,No
