"","DataZone","DataZoneName","IntZone","IntZoneName","CA","CPP","FG"
"291","S01006796","Aboyne and South Deeside - 03","S02001286","Aboyne and South Deeside","S12000034","Aberdeenshire",1
"292","S01006797","Aboyne and South Deeside - 04","S02001286","Aboyne and South Deeside","S12000034","Aberdeenshire",1
"293","S01006798","Aboyne and South Deeside - 05","S02001286","Aboyne and South Deeside","S12000034","Aberdeenshire",1
"294","S01006799","Aboyne and South Deeside - 06","S02001286","Aboyne and South Deeside","S12000034","Aberdeenshire",1
"295","S01006800","Aboyne and South Deeside - 07","S02001286","Aboyne and South Deeside","S12000034","Aberdeenshire",1
"296","S01006801","Mearns and Laurencekirk - 01","S02001287","Mearns and Laurencekirk","S12000034","Aberdeenshire",1
"297","S01006802","Mearns and Laurencekirk - 02","S02001287","Mearns and Laurencekirk","S12000034","Aberdeenshire",1
"298","S01006803","Mearns and Laurencekirk - 03","S02001287","Mearns and Laurencekirk","S12000034","Aberdeenshire",1
"299","S01006804","Mearns and Laurencekirk - 04","S02001287","Mearns and Laurencekirk","S12000034","Aberdeenshire",1
"300","S01006805","Mearns and Laurencekirk - 05","S02001287","Mearns and Laurencekirk","S12000034","Aberdeenshire",1
"301","S01006806","Mearns South and Benholm - 01","S02001288","Mearns South and Benholm","S12000034","Aberdeenshire",1
"302","S01006807","Mearns South and Benholm - 02","S02001288","Mearns South and Benholm","S12000034","Aberdeenshire",1
"303","S01006808","Mearns South and Benholm - 03","S02001288","Mearns South and Benholm","S12000034","Aberdeenshire",1
"304","S01006809","Mearns South and Benholm - 04","S02001288","Mearns South and Benholm","S12000034","Aberdeenshire",1
"305","S01006810","Mearns South and Benholm - 05","S02001288","Mearns South and Benholm","S12000034","Aberdeenshire",1
"306","S01006811","Mearns North and Inverbervie - 01","S02001289","Mearns North and Inverbervie","S12000034","Aberdeenshire",1
"307","S01006812","Mearns North and Inverbervie - 02","S02001289","Mearns North and Inverbervie","S12000034","Aberdeenshire",1
"308","S01006813","Mearns North and Inverbervie - 03","S02001289","Mearns North and Inverbervie","S12000034","Aberdeenshire",1
"309","S01006814","Mearns North and Inverbervie - 04","S02001289","Mearns North and Inverbervie","S12000034","Aberdeenshire",1
"310","S01006815","Mearns North and Inverbervie - 05","S02001289","Mearns North and Inverbervie","S12000034","Aberdeenshire",1
"311","S01006816","Mearns North and Inverbervie - 06","S02001289","Mearns North and Inverbervie","S12000034","Aberdeenshire",1
"312","S01006817","Mearns North and Inverbervie - 07","S02001289","Mearns North and Inverbervie","S12000034","Aberdeenshire",1
"313","S01006818","Fetteresso, Netherley and Catter - 01","S02001290","Fetteresso, Netherley and Catter","S12000034","Aberdeenshire",1
"314","S01006819","Fetteresso, Netherley and Catter - 02","S02001290","Fetteresso, Netherley and Catter","S12000034","Aberdeenshire",1
"315","S01006820","Fetteresso, Netherley and Catter - 03","S02001290","Fetteresso, Netherley and Catter","S12000034","Aberdeenshire",1
"316","S01006821","Fetteresso, Netherley and Catter - 04","S02001290","Fetteresso, Netherley and Catter","S12000034","Aberdeenshire",1
"317","S01006822","Fetteresso, Netherley and Catter - 05","S02001290","Fetteresso, Netherley and Catter","S12000034","Aberdeenshire",1
"318","S01006823","Stonehaven South - 01","S02001291","Stonehaven South","S12000034","Aberdeenshire",1
"319","S01006824","Stonehaven South - 02","S02001291","Stonehaven South","S12000034","Aberdeenshire",1
"320","S01006825","Stonehaven South - 03","S02001291","Stonehaven South","S12000034","Aberdeenshire",1
"321","S01006826","Stonehaven South - 04","S02001291","Stonehaven South","S12000034","Aberdeenshire",1
"322","S01006827","Stonehaven South - 05","S02001291","Stonehaven South","S12000034","Aberdeenshire",1
"323","S01006828","Stonehaven South - 06","S02001291","Stonehaven South","S12000034","Aberdeenshire",1
"324","S01006829","Stonehaven South - 07","S02001291","Stonehaven South","S12000034","Aberdeenshire",1
"325","S01006830","Stonehaven North - 01","S02001292","Stonehaven North","S12000034","Aberdeenshire",1
"326","S01006831","Stonehaven North - 02","S02001292","Stonehaven North","S12000034","Aberdeenshire",1
"327","S01006832","Stonehaven North - 03","S02001292","Stonehaven North","S12000034","Aberdeenshire",1
"328","S01006833","Stonehaven North - 04","S02001292","Stonehaven North","S12000034","Aberdeenshire",1
"329","S01006834","Stonehaven North - 05","S02001292","Stonehaven North","S12000034","Aberdeenshire",1
"330","S01006835","Stonehaven North - 06","S02001292","Stonehaven North","S12000034","Aberdeenshire",1
"331","S01006836","Stonehaven North - 07","S02001292","Stonehaven North","S12000034","Aberdeenshire",1
"332","S01006837","Stonehaven North - 08","S02001292","Stonehaven North","S12000034","Aberdeenshire",1
"333","S01006838","Stonehaven North - 09","S02001292","Stonehaven North","S12000034","Aberdeenshire",1
"334","S01006839","Newtonhill - 01","S02001293","Newtonhill","S12000034","Aberdeenshire",1
"335","S01006840","Newtonhill - 02","S02001293","Newtonhill","S12000034","Aberdeenshire",1
"336","S01006841","Newtonhill - 03","S02001293","Newtonhill","S12000034","Aberdeenshire",1
"337","S01006842","Portlethen - 01","S02001294","Portlethen","S12000034","Aberdeenshire",1
"338","S01006843","Portlethen - 02","S02001294","Portlethen","S12000034","Aberdeenshire",1
"339","S01006844","Portlethen - 03","S02001294","Portlethen","S12000034","Aberdeenshire",1
"340","S01006845","Portlethen - 04","S02001294","Portlethen","S12000034","Aberdeenshire",1
"341","S01006846","Portlethen - 05","S02001294","Portlethen","S12000034","Aberdeenshire",1
"342","S01006847","Portlethen - 06","S02001294","Portlethen","S12000034","Aberdeenshire",1
"343","S01006848","Banchory-Devenick and Findon - 01","S02001295","Banchory-Devenick and Findon","S12000034","Aberdeenshire",1
"344","S01006849","Banchory-Devenick and Findon - 02","S02001295","Banchory-Devenick and Findon","S12000034","Aberdeenshire",1
"345","S01006850","Banchory-Devenick and Findon - 03","S02001295","Banchory-Devenick and Findon","S12000034","Aberdeenshire",1
"346","S01006851","Banchory-Devenick and Findon - 04","S02001295","Banchory-Devenick and Findon","S12000034","Aberdeenshire",1
"347","S01006852","Banchory-Devenick and Findon - 05","S02001295","Banchory-Devenick and Findon","S12000034","Aberdeenshire",1
"348","S01006853","Dunecht, Durris and Drumoak - 01","S02001296","Dunecht, Durris and Drumoak","S12000034","Aberdeenshire",1
"349","S01006854","Dunecht, Durris and Drumoak - 02","S02001296","Dunecht, Durris and Drumoak","S12000034","Aberdeenshire",1
"350","S01006855","Dunecht, Durris and Drumoak - 03","S02001296","Dunecht, Durris and Drumoak","S12000034","Aberdeenshire",1
"351","S01006856","Dunecht, Durris and Drumoak - 04","S02001296","Dunecht, Durris and Drumoak","S12000034","Aberdeenshire",1
"352","S01006857","Dunecht, Durris and Drumoak - 05","S02001296","Dunecht, Durris and Drumoak","S12000034","Aberdeenshire",1
"353","S01006858","Dunecht, Durris and Drumoak - 06","S02001296","Dunecht, Durris and Drumoak","S12000034","Aberdeenshire",1
"354","S01006859","Banchory East - 01","S02001297","Banchory East","S12000034","Aberdeenshire",1
"355","S01006860","Banchory East - 02","S02001297","Banchory East","S12000034","Aberdeenshire",1
"356","S01006861","Banchory East - 03","S02001297","Banchory East","S12000034","Aberdeenshire",1
"357","S01006862","Banchory East - 04","S02001297","Banchory East","S12000034","Aberdeenshire",1
"358","S01006863","Banchory East - 05","S02001297","Banchory East","S12000034","Aberdeenshire",1
"359","S01006864","Banchory East - 06","S02001297","Banchory East","S12000034","Aberdeenshire",1
"360","S01006865","Banchory West - 01","S02001298","Banchory West","S12000034","Aberdeenshire",1
"361","S01006866","Banchory West - 02","S02001298","Banchory West","S12000034","Aberdeenshire",1
"362","S01006867","Banchory West - 03","S02001298","Banchory West","S12000034","Aberdeenshire",1
"363","S01006868","Banchory West - 04","S02001298","Banchory West","S12000034","Aberdeenshire",1
"364","S01006869","Crathes and Torphins - 01","S02001299","Crathes and Torphins","S12000034","Aberdeenshire",1
"365","S01006870","Crathes and Torphins - 02","S02001299","Crathes and Torphins","S12000034","Aberdeenshire",1
"366","S01006871","Crathes and Torphins - 03","S02001299","Crathes and Torphins","S12000034","Aberdeenshire",1
"367","S01006872","Crathes and Torphins - 04","S02001299","Crathes and Torphins","S12000034","Aberdeenshire",1
"368","S01006873","Crathes and Torphins - 05","S02001299","Crathes and Torphins","S12000034","Aberdeenshire",1
"369","S01006874","Crathes and Torphins - 06","S02001299","Crathes and Torphins","S12000034","Aberdeenshire",1
"370","S01006875","Cromar and Kildrummy - 01","S02001300","Cromar and Kildrummy","S12000034","Aberdeenshire",1
"371","S01006876","Cromar and Kildrummy - 02","S02001300","Cromar and Kildrummy","S12000034","Aberdeenshire",1
"372","S01006877","Cromar and Kildrummy - 03","S02001300","Cromar and Kildrummy","S12000034","Aberdeenshire",1
"373","S01006878","Cromar and Kildrummy - 04","S02001300","Cromar and Kildrummy","S12000034","Aberdeenshire",1
"374","S01006879","Cromar and Kildrummy - 05","S02001300","Cromar and Kildrummy","S12000034","Aberdeenshire",1
"375","S01006880","Howe of Alford - 01","S02001301","Howe of Alford","S12000034","Aberdeenshire",1
"376","S01006881","Howe of Alford - 02","S02001301","Howe of Alford","S12000034","Aberdeenshire",1
"377","S01006882","Howe of Alford - 03","S02001301","Howe of Alford","S12000034","Aberdeenshire",1
"378","S01006883","Howe of Alford - 04","S02001301","Howe of Alford","S12000034","Aberdeenshire",1
"379","S01006884","Howe of Alford - 05","S02001301","Howe of Alford","S12000034","Aberdeenshire",1
"380","S01006885","Howe of Alford - 06","S02001301","Howe of Alford","S12000034","Aberdeenshire",1
"381","S01006886","Howe of Alford - 07","S02001301","Howe of Alford","S12000034","Aberdeenshire",1
"382","S01006887","Howe of Alford - 08","S02001301","Howe of Alford","S12000034","Aberdeenshire",1
"383","S01006888","Howe of Alford - 09","S02001301","Howe of Alford","S12000034","Aberdeenshire",1
"384","S01006889","Kemnay - 01","S02001302","Kemnay","S12000034","Aberdeenshire",1
"385","S01006890","Kemnay - 02","S02001302","Kemnay","S12000034","Aberdeenshire",1
"386","S01006891","Kemnay - 03","S02001302","Kemnay","S12000034","Aberdeenshire",1
"387","S01006892","Kemnay - 04","S02001302","Kemnay","S12000034","Aberdeenshire",1
"388","S01006893","Kemnay - 05","S02001302","Kemnay","S12000034","Aberdeenshire",1
"389","S01006894","Inverurie North - 01","S02001303","Inverurie North","S12000034","Aberdeenshire",1
"390","S01006895","Inverurie North - 02","S02001303","Inverurie North","S12000034","Aberdeenshire",1
"391","S01006896","Inverurie North - 03","S02001303","Inverurie North","S12000034","Aberdeenshire",1
"392","S01006897","Inverurie North - 04","S02001303","Inverurie North","S12000034","Aberdeenshire",1
"393","S01006898","Inverurie North - 05","S02001303","Inverurie North","S12000034","Aberdeenshire",1
"394","S01006899","Inverurie North - 06","S02001303","Inverurie North","S12000034","Aberdeenshire",1
"395","S01006900","Inverurie North - 07","S02001303","Inverurie North","S12000034","Aberdeenshire",1
"396","S01006901","Inverurie North - 08","S02001303","Inverurie North","S12000034","Aberdeenshire",1
"397","S01006902","Inverurie South - 01","S02001304","Inverurie South","S12000034","Aberdeenshire",1
"398","S01006903","Inverurie South - 02","S02001304","Inverurie South","S12000034","Aberdeenshire",1
"399","S01006904","Inverurie South - 03","S02001304","Inverurie South","S12000034","Aberdeenshire",1
"400","S01006905","Inverurie South - 04","S02001304","Inverurie South","S12000034","Aberdeenshire",1
"401","S01006906","Inverurie South - 05","S02001304","Inverurie South","S12000034","Aberdeenshire",1
"402","S01006907","Inverurie South - 06","S02001304","Inverurie South","S12000034","Aberdeenshire",1
"403","S01006908","Inverurie South - 07","S02001304","Inverurie South","S12000034","Aberdeenshire",1
"404","S01006909","Durno-Chapel of Garioch - 01","S02001305","Durno-Chapel of Garioch","S12000034","Aberdeenshire",1
"405","S01006910","Durno-Chapel of Garioch - 02","S02001305","Durno-Chapel of Garioch","S12000034","Aberdeenshire",1
"406","S01006911","Durno-Chapel of Garioch - 03","S02001305","Durno-Chapel of Garioch","S12000034","Aberdeenshire",1
"407","S01006912","Durno-Chapel of Garioch - 04","S02001305","Durno-Chapel of Garioch","S12000034","Aberdeenshire",1
"408","S01006913","Durno-Chapel of Garioch - 05","S02001305","Durno-Chapel of Garioch","S12000034","Aberdeenshire",1
"409","S01006914","Durno-Chapel of Garioch - 06","S02001305","Durno-Chapel of Garioch","S12000034","Aberdeenshire",1
"410","S01006915","Durno-Chapel of Garioch - 07","S02001305","Durno-Chapel of Garioch","S12000034","Aberdeenshire",1
"411","S01006916","Kintore - 01","S02001306","Kintore","S12000034","Aberdeenshire",1
"412","S01006917","Kintore - 02","S02001306","Kintore","S12000034","Aberdeenshire",1
"413","S01006918","Kintore - 03","S02001306","Kintore","S12000034","Aberdeenshire",1
"414","S01006919","Kintore - 04","S02001306","Kintore","S12000034","Aberdeenshire",1
"415","S01006920","Kintore - 05","S02001306","Kintore","S12000034","Aberdeenshire",1
"416","S01006921","Kintore - 06","S02001306","Kintore","S12000034","Aberdeenshire",1
"417","S01006922","Kintore - 07","S02001306","Kintore","S12000034","Aberdeenshire",1
"418","S01006923","Kintore - 08","S02001306","Kintore","S12000034","Aberdeenshire",1
"419","S01006924","Kintore - 09","S02001306","Kintore","S12000034","Aberdeenshire",1
"420","S01006925","Blackburn - 01","S02001307","Blackburn","S12000034","Aberdeenshire",1
"421","S01006926","Blackburn - 02","S02001307","Blackburn","S12000034","Aberdeenshire",1
"422","S01006927","Blackburn - 03","S02001307","Blackburn","S12000034","Aberdeenshire",1
"423","S01006928","Blackburn - 04","S02001307","Blackburn","S12000034","Aberdeenshire",1
"424","S01006929","Westhill North and South - 01","S02001308","Westhill North and South","S12000034","Aberdeenshire",1
"425","S01006930","Westhill North and South - 02","S02001308","Westhill North and South","S12000034","Aberdeenshire",1
"426","S01006931","Westhill North and South - 03","S02001308","Westhill North and South","S12000034","Aberdeenshire",1
"427","S01006932","Westhill North and South - 04","S02001308","Westhill North and South","S12000034","Aberdeenshire",1
"428","S01006933","Westhill North and South - 05","S02001308","Westhill North and South","S12000034","Aberdeenshire",1
"429","S01006934","Westhill North and South - 06","S02001308","Westhill North and South","S12000034","Aberdeenshire",1
"430","S01006935","Westhill Central - 01","S02001309","Westhill Central","S12000034","Aberdeenshire",1
"431","S01006936","Westhill Central - 02","S02001309","Westhill Central","S12000034","Aberdeenshire",1
"432","S01006937","Westhill Central - 03","S02001309","Westhill Central","S12000034","Aberdeenshire",1
