DataZone,DataZoneName,IntZone,IntZoneName,CA,CAName
S01006822,"Fetteresso, Netherley and Catter - 05",S02001290,"Fetteresso, Netherley and Catter",S12000034,Aberdeenshire
S01006823,Stonehaven South - 01,S02001291,Stonehaven South,S12000034,Aberdeenshire
S01006824,Stonehaven South - 02,S02001291,Stonehaven South,S12000034,Aberdeenshire
S01006825,Stonehaven South - 03,S02001291,Stonehaven South,S12000034,Aberdeenshire
S01006826,Stonehaven South - 04,S02001291,Stonehaven South,S12000034,Aberdeenshire
S01006827,Stonehaven South - 05,S02001291,Stonehaven South,S12000034,Aberdeenshire
S01006828,Stonehaven South - 06,S02001291,Stonehaven South,S12000034,Aberdeenshire
S01006829,Stonehaven South - 07,S02001291,Stonehaven South,S12000034,Aberdeenshire
S01006830,Stonehaven North - 01,S02001292,Stonehaven North,S12000034,Aberdeenshire
S01006831,Stonehaven North - 02,S02001292,Stonehaven North,S12000034,Aberdeenshire
S01006832,Stonehaven North - 03,S02001292,Stonehaven North,S12000034,Aberdeenshire
S01006833,Stonehaven North - 04,S02001292,Stonehaven North,S12000034,Aberdeenshire
S01006834,Stonehaven North - 05,S02001292,Stonehaven North,S12000034,Aberdeenshire
S01006835,Stonehaven North - 06,S02001292,Stonehaven North,S12000034,Aberdeenshire
S01006836,Stonehaven North - 07,S02001292,Stonehaven North,S12000034,Aberdeenshire
S01006837,Stonehaven North - 08,S02001292,Stonehaven North,S12000034,Aberdeenshire
S01006838,Stonehaven North - 09,S02001292,Stonehaven North,S12000034,Aberdeenshire
S01006839,Newtonhill - 01,S02001293,Newtonhill,S12000034,Aberdeenshire
S01006840,Newtonhill - 02,S02001293,Newtonhill,S12000034,Aberdeenshire
S01006841,Newtonhill - 03,S02001293,Newtonhill,S12000034,Aberdeenshire
S01006842,Portlethen - 01,S02001294,Portlethen,S12000034,Aberdeenshire
S01006843,Portlethen - 02,S02001294,Portlethen,S12000034,Aberdeenshire
S01006844,Portlethen - 03,S02001294,Portlethen,S12000034,Aberdeenshire
S01006845,Portlethen - 04,S02001294,Portlethen,S12000034,Aberdeenshire
S01006846,Portlethen - 05,S02001294,Portlethen,S12000034,Aberdeenshire
S01006847,Portlethen - 06,S02001294,Portlethen,S12000034,Aberdeenshire
S01006848,Banchory-Devenick and Findon - 01,S02001295,Banchory-Devenick and Findon,S12000034,Aberdeenshire
S01006849,Banchory-Devenick and Findon - 02,S02001295,Banchory-Devenick and Findon,S12000034,Aberdeenshire
S01006850,Banchory-Devenick and Findon - 03,S02001295,Banchory-Devenick and Findon,S12000034,Aberdeenshire
S01006851,Banchory-Devenick and Findon - 04,S02001295,Banchory-Devenick and Findon,S12000034,Aberdeenshire
S01006852,Banchory-Devenick and Findon - 05,S02001295,Banchory-Devenick and Findon,S12000034,Aberdeenshire
S01006853,"Dunecht, Durris and Drumoak - 01",S02001296,"Dunecht, Durris and Drumoak",S12000034,Aberdeenshire
S01006854,"Dunecht, Durris and Drumoak - 02",S02001296,"Dunecht, Durris and Drumoak",S12000034,Aberdeenshire
S01006855,"Dunecht, Durris and Drumoak - 03",S02001296,"Dunecht, Durris and Drumoak",S12000034,Aberdeenshire
S01006856,"Dunecht, Durris and Drumoak - 04",S02001296,"Dunecht, Durris and Drumoak",S12000034,Aberdeenshire
S01006857,"Dunecht, Durris and Drumoak - 05",S02001296,"Dunecht, Durris and Drumoak",S12000034,Aberdeenshire
S01006858,"Dunecht, Durris and Drumoak - 06",S02001296,"Dunecht, Durris and Drumoak",S12000034,Aberdeenshire
S01006859,Banchory East - 01,S02001297,Banchory East,S12000034,Aberdeenshire
S01006860,Banchory East - 02,S02001297,Banchory East,S12000034,Aberdeenshire
S01006861,Banchory East - 03,S02001297,Banchory East,S12000034,Aberdeenshire
S01006862,Banchory East - 04,S02001297,Banchory East,S12000034,Aberdeenshire
S01006863,Banchory East - 05,S02001297,Banchory East,S12000034,Aberdeenshire
S01006864,Banchory East - 06,S02001297,Banchory East,S12000034,Aberdeenshire
S01006865,Banchory West - 01,S02001298,Banchory West,S12000034,Aberdeenshire
S01006866,Banchory West - 02,S02001298,Banchory West,S12000034,Aberdeenshire
S01006867,Banchory West - 03,S02001298,Banchory West,S12000034,Aberdeenshire
S01006868,Banchory West - 04,S02001298,Banchory West,S12000034,Aberdeenshire
S01006869,Crathes and Torphins - 01,S02001299,Crathes and Torphins,S12000034,Aberdeenshire
S01006870,Crathes and Torphins - 02,S02001299,Crathes and Torphins,S12000034,Aberdeenshire
S01006871,Crathes and Torphins - 03,S02001299,Crathes and Torphins,S12000034,Aberdeenshire
S01006872,Crathes and Torphins - 04,S02001299,Crathes and Torphins,S12000034,Aberdeenshire
S01006873,Crathes and Torphins - 05,S02001299,Crathes and Torphins,S12000034,Aberdeenshire
S01006874,Crathes and Torphins - 06,S02001299,Crathes and Torphins,S12000034,Aberdeenshire
S01006875,Cromar and Kildrummy - 01,S02001300,Cromar and Kildrummy,S12000034,Aberdeenshire
S01006876,Cromar and Kildrummy - 02,S02001300,Cromar and Kildrummy,S12000034,Aberdeenshire
S01006877,Cromar and Kildrummy - 03,S02001300,Cromar and Kildrummy,S12000034,Aberdeenshire
S01006878,Cromar and Kildrummy - 04,S02001300,Cromar and Kildrummy,S12000034,Aberdeenshire
S01006879,Cromar and Kildrummy - 05,S02001300,Cromar and Kildrummy,S12000034,Aberdeenshire
S01006880,Howe of Alford - 01,S02001301,Howe of Alford,S12000034,Aberdeenshire
S01006881,Howe of Alford - 02,S02001301,Howe of Alford,S12000034,Aberdeenshire
S01006882,Howe of Alford - 03,S02001301,Howe of Alford,S12000034,Aberdeenshire
S01006883,Howe of Alford - 04,S02001301,Howe of Alford,S12000034,Aberdeenshire
S01006884,Howe of Alford - 05,S02001301,Howe of Alford,S12000034,Aberdeenshire
S01006885,Howe of Alford - 06,S02001301,Howe of Alford,S12000034,Aberdeenshire
S01006886,Howe of Alford - 07,S02001301,Howe of Alford,S12000034,Aberdeenshire
S01006887,Howe of Alford - 08,S02001301,Howe of Alford,S12000034,Aberdeenshire
S01006888,Howe of Alford - 09,S02001301,Howe of Alford,S12000034,Aberdeenshire
S01006889,Kemnay - 01,S02001302,Kemnay,S12000034,Aberdeenshire
S01006890,Kemnay - 02,S02001302,Kemnay,S12000034,Aberdeenshire
S01006891,Kemnay - 03,S02001302,Kemnay,S12000034,Aberdeenshire
S01006892,Kemnay - 04,S02001302,Kemnay,S12000034,Aberdeenshire
S01006893,Kemnay - 05,S02001302,Kemnay,S12000034,Aberdeenshire
S01006894,Inverurie North - 01,S02001303,Inverurie North,S12000034,Aberdeenshire
S01006895,Inverurie North - 02,S02001303,Inverurie North,S12000034,Aberdeenshire
S01006896,Inverurie North - 03,S02001303,Inverurie North,S12000034,Aberdeenshire
S01006897,Inverurie North - 04,S02001303,Inverurie North,S12000034,Aberdeenshire
S01006898,Inverurie North - 05,S02001303,Inverurie North,S12000034,Aberdeenshire
S01006899,Inverurie North - 06,S02001303,Inverurie North,S12000034,Aberdeenshire
S01006900,Inverurie North - 07,S02001303,Inverurie North,S12000034,Aberdeenshire
S01006901,Inverurie North - 08,S02001303,Inverurie North,S12000034,Aberdeenshire
S01006902,Inverurie South - 01,S02001304,Inverurie South,S12000034,Aberdeenshire
S01006903,Inverurie South - 02,S02001304,Inverurie South,S12000034,Aberdeenshire
S01006904,Inverurie South - 03,S02001304,Inverurie South,S12000034,Aberdeenshire
S01006905,Inverurie South - 04,S02001304,Inverurie South,S12000034,Aberdeenshire
S01006906,Inverurie South - 05,S02001304,Inverurie South,S12000034,Aberdeenshire
S01006907,Inverurie South - 06,S02001304,Inverurie South,S12000034,Aberdeenshire
S01006908,Inverurie South - 07,S02001304,Inverurie South,S12000034,Aberdeenshire
S01006909,Durno-Chapel of Garioch - 01,S02001305,Durno-Chapel of Garioch,S12000034,Aberdeenshire
S01006910,Durno-Chapel of Garioch - 02,S02001305,Durno-Chapel of Garioch,S12000034,Aberdeenshire
S01006911,Durno-Chapel of Garioch - 03,S02001305,Durno-Chapel of Garioch,S12000034,Aberdeenshire
S01006912,Durno-Chapel of Garioch - 04,S02001305,Durno-Chapel of Garioch,S12000034,Aberdeenshire
S01006913,Durno-Chapel of Garioch - 05,S02001305,Durno-Chapel of Garioch,S12000034,Aberdeenshire
S01006914,Durno-Chapel of Garioch - 06,S02001305,Durno-Chapel of Garioch,S12000034,Aberdeenshire
S01006915,Durno-Chapel of Garioch - 07,S02001305,Durno-Chapel of Garioch,S12000034,Aberdeenshire
S01006916,Kintore - 01,S02001306,Kintore,S12000034,Aberdeenshire
S01006917,Kintore - 02,S02001306,Kintore,S12000034,Aberdeenshire
S01006918,Kintore - 03,S02001306,Kintore,S12000034,Aberdeenshire
S01006919,Kintore - 04,S02001306,Kintore,S12000034,Aberdeenshire
S01006920,Kintore - 05,S02001306,Kintore,S12000034,Aberdeenshire
S01006921,Kintore - 06,S02001306,Kintore,S12000034,Aberdeenshire
S01006922,Kintore - 07,S02001306,Kintore,S12000034,Aberdeenshire
S01006923,Kintore - 08,S02001306,Kintore,S12000034,Aberdeenshire
S01006924,Kintore - 09,S02001306,Kintore,S12000034,Aberdeenshire
S01006925,Blackburn - 01,S02001307,Blackburn,S12000034,Aberdeenshire
S01006926,Blackburn - 02,S02001307,Blackburn,S12000034,Aberdeenshire
S01006927,Blackburn - 03,S02001307,Blackburn,S12000034,Aberdeenshire
S01006928,Blackburn - 04,S02001307,Blackburn,S12000034,Aberdeenshire
S01006929,Westhill North and South - 01,S02001308,Westhill North and South,S12000034,Aberdeenshire
S01006930,Westhill North and South - 02,S02001308,Westhill North and South,S12000034,Aberdeenshire
S01006931,Westhill North and South - 03,S02001308,Westhill North and South,S12000034,Aberdeenshire
S01006932,Westhill North and South - 04,S02001308,Westhill North and South,S12000034,Aberdeenshire
S01006933,Westhill North and South - 05,S02001308,Westhill North and South,S12000034,Aberdeenshire
S01006934,Westhill North and South - 06,S02001308,Westhill North and South,S12000034,Aberdeenshire
S01006935,Westhill Central - 01,S02001309,Westhill Central,S12000034,Aberdeenshire
S01006936,Westhill Central - 02,S02001309,Westhill Central,S12000034,Aberdeenshire
S01006937,Westhill Central - 03,S02001309,Westhill Central,S12000034,Aberdeenshire
S01006938,Westhill Central - 04,S02001309,Westhill Central,S12000034,Aberdeenshire
S01006939,Westhill Central - 05,S02001309,Westhill Central,S12000034,Aberdeenshire
S01006940,Westhill Central - 06,S02001309,Westhill Central,S12000034,Aberdeenshire
S01006941,Garlogie and Elrick - 01,S02001310,Garlogie and Elrick,S12000034,Aberdeenshire
S01006942,Garlogie and Elrick - 02,S02001310,Garlogie and Elrick,S12000034,Aberdeenshire
S01006943,Garlogie and Elrick - 03,S02001310,Garlogie and Elrick,S12000034,Aberdeenshire
S01006944,Garlogie and Elrick - 04,S02001310,Garlogie and Elrick,S12000034,Aberdeenshire
S01006945,Garlogie and Elrick - 05,S02001310,Garlogie and Elrick,S12000034,Aberdeenshire
S01006946,Newmachar and Fintray - 01,S02001311,Newmachar and Fintray,S12000034,Aberdeenshire
S01006947,Newmachar and Fintray - 02,S02001311,Newmachar and Fintray,S12000034,Aberdeenshire
S01006948,Newmachar and Fintray - 03,S02001311,Newmachar and Fintray,S12000034,Aberdeenshire
S01006949,Newmachar and Fintray - 04,S02001311,Newmachar and Fintray,S12000034,Aberdeenshire
S01006950,Newmachar and Fintray - 05,S02001311,Newmachar and Fintray,S12000034,Aberdeenshire
S01006951,Newmachar and Fintray - 06,S02001311,Newmachar and Fintray,S12000034,Aberdeenshire
S01006952,Balmedie and Potterton - 01,S02001312,Balmedie and Potterton,S12000034,Aberdeenshire
S01006953,Balmedie and Potterton - 02,S02001312,Balmedie and Potterton,S12000034,Aberdeenshire
S01006954,Balmedie and Potterton - 03,S02001312,Balmedie and Potterton,S12000034,Aberdeenshire
S01006955,Balmedie and Potterton - 04,S02001312,Balmedie and Potterton,S12000034,Aberdeenshire
S01006956,Balmedie and Potterton - 05,S02001312,Balmedie and Potterton,S12000034,Aberdeenshire
S01006957,Balmedie and Potterton - 06,S02001312,Balmedie and Potterton,S12000034,Aberdeenshire
S01006958,Ellon East - 01,S02001313,Ellon East,S12000034,Aberdeenshire
S01006959,Ellon East - 02,S02001313,Ellon East,S12000034,Aberdeenshire
S01006960,Ellon East - 03,S02001313,Ellon East,S12000034,Aberdeenshire
S01006961,Ellon East - 04,S02001313,Ellon East,S12000034,Aberdeenshire
S01006962,Ellon East - 05,S02001313,Ellon East,S12000034,Aberdeenshire
S01006963,Ellon East - 06,S02001313,Ellon East,S12000034,Aberdeenshire
S01006964,Ellon East - 07,S02001313,Ellon East,S12000034,Aberdeenshire
S01006965,Ellon West - 01,S02001314,Ellon West,S12000034,Aberdeenshire
S01006966,Ellon West - 02,S02001314,Ellon West,S12000034,Aberdeenshire
S01006967,Ellon West - 03,S02001314,Ellon West,S12000034,Aberdeenshire
S01006968,Ellon West - 04,S02001314,Ellon West,S12000034,Aberdeenshire
S01006969,Ellon West - 05,S02001314,Ellon West,S12000034,Aberdeenshire
S01006970,Ellon West - 06,S02001314,Ellon West,S12000034,Aberdeenshire
S01006971,Ellon West - 07,S02001314,Ellon West,S12000034,Aberdeenshire
S01006972,Ythanside - 01,S02001315,Ythanside,S12000034,Aberdeenshire
S01006973,Ythanside - 02,S02001315,Ythanside,S12000034,Aberdeenshire
S01006974,Ythanside - 03,S02001315,Ythanside,S12000034,Aberdeenshire
S01006975,Ythanside - 04,S02001315,Ythanside,S12000034,Aberdeenshire
S01006976,Ythanside - 05,S02001315,Ythanside,S12000034,Aberdeenshire
S01006977,Ythanside - 06,S02001315,Ythanside,S12000034,Aberdeenshire
S01006978,Ythsie - 01,S02001316,Ythsie,S12000034,Aberdeenshire
S01006979,Ythsie - 02,S02001316,Ythsie,S12000034,Aberdeenshire
S01006980,Ythsie - 03,S02001316,Ythsie,S12000034,Aberdeenshire
S01006981,Ythsie - 04,S02001316,Ythsie,S12000034,Aberdeenshire
S01006982,Ythsie - 05,S02001316,Ythsie,S12000034,Aberdeenshire
S01006983,Ythsie - 06,S02001316,Ythsie,S12000034,Aberdeenshire
S01006984,Ythsie - 07,S02001316,Ythsie,S12000034,Aberdeenshire
S01006985,Barrahill - 01,S02001317,Barrahill,S12000034,Aberdeenshire
S01006986,Barrahill - 02,S02001317,Barrahill,S12000034,Aberdeenshire
S01006987,Barrahill - 03,S02001317,Barrahill,S12000034,Aberdeenshire
S01006988,Barrahill - 04,S02001317,Barrahill,S12000034,Aberdeenshire
S01006989,Barrahill - 05,S02001317,Barrahill,S12000034,Aberdeenshire
S01006990,Barrahill - 06,S02001317,Barrahill,S12000034,Aberdeenshire
S01006991,Fyvie-Rothie - 01,S02001318,Fyvie-Rothie,S12000034,Aberdeenshire
S01006992,Fyvie-Rothie - 02,S02001318,Fyvie-Rothie,S12000034,Aberdeenshire
S01006993,Fyvie-Rothie - 03,S02001318,Fyvie-Rothie,S12000034,Aberdeenshire
S01006994,Fyvie-Rothie - 04,S02001318,Fyvie-Rothie,S12000034,Aberdeenshire
S01006995,Fyvie-Rothie - 05,S02001318,Fyvie-Rothie,S12000034,Aberdeenshire
S01006996,Fyvie-Rothie - 06,S02001318,Fyvie-Rothie,S12000034,Aberdeenshire
S01006997,"Insch, Oyne and Ythanwells - 01",S02001319,"Insch, Oyne and Ythanwells",S12000034,Aberdeenshire
S01006998,"Insch, Oyne and Ythanwells - 02",S02001319,"Insch, Oyne and Ythanwells",S12000034,Aberdeenshire
S01006999,"Insch, Oyne and Ythanwells - 03",S02001319,"Insch, Oyne and Ythanwells",S12000034,Aberdeenshire
S01007000,"Insch, Oyne and Ythanwells - 04",S02001319,"Insch, Oyne and Ythanwells",S12000034,Aberdeenshire
S01007001,"Insch, Oyne and Ythanwells - 05",S02001319,"Insch, Oyne and Ythanwells",S12000034,Aberdeenshire
S01007002,Clashindarroch - 01,S02001320,Clashindarroch,S12000034,Aberdeenshire
S01007003,Clashindarroch - 02,S02001320,Clashindarroch,S12000034,Aberdeenshire
S01007004,Clashindarroch - 03,S02001320,Clashindarroch,S12000034,Aberdeenshire
S01007005,Clashindarroch - 04,S02001320,Clashindarroch,S12000034,Aberdeenshire
S01007006,Clashindarroch - 05,S02001320,Clashindarroch,S12000034,Aberdeenshire
S01007007,Clashindarroch - 06,S02001320,Clashindarroch,S12000034,Aberdeenshire
S01007008,Huntly - 01,S02001321,Huntly,S12000034,Aberdeenshire
S01007009,Huntly - 02,S02001321,Huntly,S12000034,Aberdeenshire
S01007010,Huntly - 03,S02001321,Huntly,S12000034,Aberdeenshire
S01007011,Huntly - 04,S02001321,Huntly,S12000034,Aberdeenshire
S01007012,Huntly - 05,S02001321,Huntly,S12000034,Aberdeenshire
S01007013,Auchterless and Monquhitter - 01,S02001322,Auchterless and Monquhitter,S12000034,Aberdeenshire
S01007014,Auchterless and Monquhitter - 02,S02001322,Auchterless and Monquhitter,S12000034,Aberdeenshire
S01007015,Auchterless and Monquhitter - 03,S02001322,Auchterless and Monquhitter,S12000034,Aberdeenshire
S01007016,Auchterless and Monquhitter - 04,S02001322,Auchterless and Monquhitter,S12000034,Aberdeenshire
S01007017,Turriff - 01,S02001323,Turriff,S12000034,Aberdeenshire
S01007018,Turriff - 02,S02001323,Turriff,S12000034,Aberdeenshire
S01007019,Turriff - 03,S02001323,Turriff,S12000034,Aberdeenshire
S01007020,Turriff - 04,S02001323,Turriff,S12000034,Aberdeenshire
S01007021,Turriff - 05,S02001323,Turriff,S12000034,Aberdeenshire
S01007022,Turriff - 06,S02001323,Turriff,S12000034,Aberdeenshire
S01007023,"Portsoy, Fordyce and Cornhill - 01",S02001324,"Portsoy, Fordyce and Cornhill",S12000034,Aberdeenshire
S01007024,"Portsoy, Fordyce and Cornhill - 02",S02001324,"Portsoy, Fordyce and Cornhill",S12000034,Aberdeenshire
S01007025,"Portsoy, Fordyce and Cornhill - 03",S02001324,"Portsoy, Fordyce and Cornhill",S12000034,Aberdeenshire
S01007026,"Portsoy, Fordyce and Cornhill - 04",S02001324,"Portsoy, Fordyce and Cornhill",S12000034,Aberdeenshire
S01007027,Aberchirder and Whitehills - 01,S02001325,Aberchirder and Whitehills,S12000034,Aberdeenshire
S01007028,Aberchirder and Whitehills - 02,S02001325,Aberchirder and Whitehills,S12000034,Aberdeenshire
S01007029,Aberchirder and Whitehills - 03,S02001325,Aberchirder and Whitehills,S12000034,Aberdeenshire
S01007030,Aberchirder and Whitehills - 04,S02001325,Aberchirder and Whitehills,S12000034,Aberdeenshire
S01007031,Aberchirder and Whitehills - 05,S02001325,Aberchirder and Whitehills,S12000034,Aberdeenshire
S01007032,Banff - 01,S02001326,Banff,S12000034,Aberdeenshire
S01007033,Banff - 02,S02001326,Banff,S12000034,Aberdeenshire
S01007034,Banff - 03,S02001326,Banff,S12000034,Aberdeenshire
S01007035,Banff - 04,S02001326,Banff,S12000034,Aberdeenshire
S01007036,Banff - 05,S02001326,Banff,S12000034,Aberdeenshire
S01007037,Macduff - 01,S02001327,Macduff,S12000034,Aberdeenshire
S01007038,Macduff - 02,S02001327,Macduff,S12000034,Aberdeenshire
S01007039,Macduff - 03,S02001327,Macduff,S12000034,Aberdeenshire
S01007040,Macduff - 04,S02001327,Macduff,S12000034,Aberdeenshire
S01007041,Macduff - 05,S02001327,Macduff,S12000034,Aberdeenshire
